OBJECTID,GEOID,B25001e1,B25001m1,B25002e1,B25002m1,B25002e3,B25002m3,B25003e3,B25003m3,B25004e1,B25004m1,B25004e3,B25004m3,B25004e6,B25004m6,B25004e7,B25004m7
"310",14000US47037018409,2295,38,2295,38,118,109,358,112,118,109,0,12,0,12,0,12
"311",14000US47037018410,1770,45,1770,45,105,79,1018,116,105,79,27,44,0,12,0,12
"312",14000US47037018500,1952,81,1952,81,66,33,300,92,66,33,0,12,0,12,0,12
"313",14000US47037018601,884,56,884,56,18,28,50,36,18,28,0,12,0,12,0,12
"314",14000US47037018602,1642,93,1642,93,82,57,43,39,82,57,0,12,0,12,0,12
"315",14000US47037018700,1375,98,1375,98,147,83,32,27,147,83,0,12,0,12,0,12
"316",14000US47037018801,2581,83,2581,83,220,116,586,122,220,116,0,17,0,17,0,17
"317",14000US47037018803,2118,52,2118,52,202,105,832,147,202,105,39,42,51,55,0,12
"318",14000US47037018804,2139,45,2139,45,21,33,169,103,21,33,0,17,0,17,0,17
"319",14000US47037018901,1423,51,1423,51,90,81,653,113,90,81,29,46,0,12,0,12
"320",14000US47037018902,1166,31,1166,31,63,55,509,93,63,55,0,12,0,12,0,12
"321",14000US47037018904,1662,55,1662,55,221,102,707,147,221,102,20,33,0,12,0,12
"322",14000US47037018905,1409,49,1409,49,93,83,829,102,93,83,36,52,0,12,0,12
"323",14000US47037019003,1916,75,1916,75,273,97,1120,147,273,97,54,46,0,12,0,12
"324",14000US47037019004,1660,69,1660,69,37,42,956,108,37,42,0,12,18,30,0,12
"325",14000US47037019005,1384,68,1384,68,148,71,890,123,148,71,0,12,22,35,0,12
"326",14000US47037019006,1942,73,1942,73,179,88,817,153,179,88,22,36,0,17,0,17
"327",14000US47037019105,2556,80,2556,80,271,180,1664,189,271,180,44,72,0,17,0,17
"328",14000US47037019106,2107,67,2107,67,213,126,1128,141,213,126,0,12,0,12,0,12
"329",14000US47037019108,1255,62,1255,62,66,62,948,102,66,62,38,45,0,12,0,12
"330",14000US47037019109,1784,56,1784,56,109,82,468,129,109,82,0,17,0,17,0,17
"331",14000US47037019110,1353,45,1353,45,130,87,312,87,130,87,0,12,0,12,0,12
"332",14000US47037019111,2076,73,2076,73,219,104,1264,134,219,104,38,44,20,32,0,12
"333",14000US47037019112,1871,53,1871,53,119,84,566,118,119,84,0,12,0,12,0,12
"334",14000US47037019114,6348,169,6348,169,491,311,1644,462,491,311,123,189,0,19,0,19
"335",14000US47037019115,1536,28,1536,28,47,46,161,75,47,46,0,12,0,12,0,12
"336",14000US47037019116,3021,107,3021,107,232,170,1244,179,232,170,38,56,60,94,0,17
"337",14000US47037019117,1827,48,1827,48,66,53,362,113,66,53,10,15,0,17,0,17
"338",14000US47037019118,2864,105,2864,105,248,138,2213,181,248,138,49,65,0,17,0,17
"339",14000US47037019200,1774,95,1774,95,189,105,933,146,189,105,0,12,34,43,0,12
"340",14000US47037019300,1693,102,1693,102,190,88,1430,129,190,88,26,43,0,12,0,12
"341",14000US47037019400,4277,240,4277,240,982,303,2178,265,982,303,47,76,129,109,0,17
"342",14000US47037019500,7528,369,7528,369,2685,494,3861,415,2685,494,136,129,818,367,0,17
"343",14000US47037019600,1874,64,1874,64,302,117,966,136,302,117,20,33,23,37,0,12
"344",14000US47037980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"345",14000US47037980200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"346",14000US47039955001,1444,75,1444,75,742,94,90,42,742,94,0,12,535,90,0,12
"347",14000US47039955002,2393,99,2393,99,712,152,421,112,712,152,0,12,182,91,0,12
"348",14000US47039955101,1055,57,1055,57,325,62,176,53,325,62,0,12,176,59,0,12
"349",14000US47039955102,2018,80,2018,80,691,113,157,85,691,113,0,12,367,113,0,12
"350",14000US47041920101,1748,97,1748,97,695,100,126,55,695,100,0,12,603,105,0,12
"351",14000US47041920102,2284,110,2284,110,363,92,505,129,363,92,0,17,206,94,0,17
"352",14000US47041920200,2837,213,2837,213,329,179,1241,204,329,179,44,68,152,139,0,17
"353",14000US47041920300,2753,149,2753,149,531,137,566,156,531,137,0,17,212,113,0,17
"354",14000US47043060100,1933,86,1933,86,381,111,253,93,381,111,27,34,47,38,0,12
"355",14000US47043060200,2978,150,2978,150,511,171,613,144,511,171,8,15,195,119,0,17
"356",14000US47043060300,2961,237,2961,237,404,172,628,228,404,172,0,17,67,75,0,17
"357",14000US47043060401,1338,73,1338,73,125,60,158,58,125,60,8,12,12,18,0,12
"358",14000US47043060402,2586,114,2586,114,195,120,236,107,195,120,15,17,50,74,0,17
"359",14000US47043060501,2621,138,2621,138,399,180,770,177,399,180,0,17,0,17,0,17
"360",14000US47043060502,1226,91,1226,91,161,79,246,77,161,79,0,12,0,12,0,12
"361",14000US47043060601,1558,99,1558,99,97,74,466,118,97,74,0,12,0,12,0,12
"362",14000US47043060602,2755,139,2755,139,95,80,1113,207,95,80,0,17,12,20,0,17
"363",14000US47043060700,1857,110,1857,110,247,117,303,89,247,117,0,12,63,55,0,12
"364",14000US47045964000,2933,246,2933,246,283,139,858,192,283,139,52,82,96,71,0,17
"365",14000US47045964200,2984,141,2984,141,466,199,1341,257,466,199,113,130,144,126,0,17
"366",14000US47045964300,2390,139,2390,139,344,147,1157,197,344,147,123,111,33,51,0,17
"367",14000US47045964400,2732,176,2732,176,155,124,1281,199,155,124,0,17,0,17,0,17
"368",14000US47045964500,1043,62,1043,62,74,36,156,59,74,36,0,12,15,21,0,12
"369",14000US47045964600,1201,81,1201,81,120,65,340,106,120,65,0,12,9,13,0,12
"370",14000US47045964800,1441,123,1441,123,173,108,383,154,173,108,0,12,25,41,0,12
"371",14000US47045964900,2168,107,2168,107,157,99,304,106,157,99,0,12,73,81,0,12
"372",14000US47047060300,1289,79,1289,79,166,60,390,75,166,60,7,11,10,16,0,12
"373",14000US47047060401,1289,69,1289,69,161,86,184,84,161,86,0,12,91,62,0,12
"374",14000US47047060402,1563,51,1563,51,25,37,219,98,25,37,0,12,25,37,0,12
"375",14000US47047060403,1778,49,1778,49,162,80,114,59,162,80,0,12,31,37,0,12
"376",14000US47047060404,2487,137,2487,137,141,100,254,144,141,100,0,17,0,17,0,17
"377",14000US47047060501,1763,153,1763,153,188,97,606,152,188,97,20,32,0,12,0,12
"378",14000US47047060502,1731,93,1731,93,142,87,390,89,142,87,32,48,28,44,0,12
"379",14000US47047060600,1784,65,1784,65,286,114,396,109,286,114,25,36,39,42,0,12
"380",14000US47047060701,975,58,975,58,38,34,135,49,38,34,0,12,0,12,0,12
"381",14000US47047060702,1375,62,1375,62,81,39,152,52,81,39,0,12,14,23,0,12
"382",14000US47047060800,1080,99,1080,99,128,76,292,120,128,76,18,32,0,12,26,41
"383",14000US47049965000,1917,99,1917,99,399,120,290,99,399,120,0,12,189,84,0,12
"384",14000US47049965100,2260,108,2260,108,370,114,1000,157,370,114,0,12,27,31,0,12
"385",14000US47049965200,2686,143,2686,143,635,187,256,116,635,187,0,12,278,149,0,12
"386",14000US47049965300,2182,133,2182,133,198,110,305,138,198,110,0,17,79,64,0,17
"387",14000US47051960100,1709,110,1709,110,320,130,356,111,320,130,47,64,93,76,0,12
"388",14000US47051960201,2989,139,2989,139,494,140,460,213,494,140,0,17,245,147,0,17
"389",14000US47051960202,2415,113,2415,113,195,105,443,131,195,105,0,17,0,17,43,64
"390",14000US47051960300,1719,95,1719,95,580,92,227,123,580,92,0,12,380,108,0,12
"391",14000US47051960400,3651,187,3651,187,255,139,1239,191,255,139,0,17,68,47,0,17
"392",14000US47051960500,1857,171,1857,171,344,107,487,119,344,107,0,12,58,57,0,12
"393",14000US47051960600,2297,130,2297,130,455,167,518,142,455,167,3,5,71,70,0,12
"394",14000US47051960700,1362,81,1362,81,271,91,224,83,271,91,27,42,144,86,0,12
"395",14000US47051960800,1352,70,1352,70,111,63,212,82,111,63,0,12,46,44,0,12
"396",14000US47053966100,1221,72,1221,72,259,59,261,61,259,59,8,14,12,20,0,12
"397",14000US47053966200,1680,116,1680,116,163,82,455,107,163,82,0,12,6,9,0,12
"398",14000US47053966300,1172,80,1172,80,143,72,234,98,143,72,0,12,7,12,0,12
"399",14000US47053966400,2345,186,2345,186,275,142,526,178,275,142,0,17,83,92,0,17
"400",14000US47053966500,2754,226,2754,226,470,174,681,196,470,174,50,80,0,17,0,17
"401",14000US47053966600,817,55,817,55,14,14,162,51,14,14,0,12,1,3,0,12
"402",14000US47053966700,2628,322,2628,322,487,205,1014,226,487,205,0,17,0,17,0,17
"403",14000US47053966800,569,46,569,46,85,47,40,24,85,47,5,9,3,5,0,12
"404",14000US47053966900,1506,120,1506,120,392,105,532,130,392,105,0,12,25,42,0,12
"405",14000US47053967000,3353,211,3353,211,472,206,1272,231,472,206,0,17,0,17,0,17
"406",14000US47053967100,2464,257,2464,257,149,103,653,224,149,103,0,17,0,17,0,17
"407",14000US47053967300,514,41,514,41,99,40,66,38,99,40,0,12,34,28,0,12
"408",14000US47053967400,1569,107,1569,107,264,93,237,76,264,93,25,40,42,42,0,12
"409",14000US47053980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"410",14000US47055920100,1638,101,1638,101,259,104,216,91,259,104,0,12,52,58,0,12
"411",14000US47055920200,2091,114,2091,114,288,109,697,142,288,109,0,17,68,50,0,17
"412",14000US47055920300,3071,161,3071,161,614,220,751,196,614,220,0,17,154,111,0,17
"413",14000US47055920400,1408,114,1408,114,80,52,664,116,80,52,0,12,8,13,0,12
"414",14000US47055920500,2189,101,2189,101,304,117,722,131,304,117,0,12,24,38,0,12
"415",14000US47055920600,1311,118,1311,118,159,82,234,68,159,82,0,12,19,20,0,12
"416",14000US47055920700,879,63,879,63,193,66,103,67,193,66,0,12,24,22,0,12
"417",14000US47055920800,1508,84,1508,84,294,80,232,60,294,80,0,12,16,17,0,12
"418",14000US47057500100,1834,86,1834,86,310,111,222,85,310,111,0,12,97,63,0,12
"419",14000US47057500200,2165,74,2165,74,225,96,423,113,225,96,0,17,25,29,0,17
"420",14000US47057500300,3120,113,3120,113,554,139,617,130,554,139,0,17,230,97,27,43
"421",14000US47057500401,1229,101,1229,101,271,64,265,78,271,64,25,27,61,38,0,12
"422",14000US47057500402,2779,110,2779,110,808,149,345,136,808,149,0,12,479,132,19,30
"423",14000US47059090100,2869,200,2869,200,557,171,999,167,557,171,41,69,37,59,0,17
"424",14000US47059090200,1011,81,1011,81,138,51,236,69,138,51,0,12,47,32,0,12
"425",14000US47059090300,2740,147,2740,147,241,151,1007,193,241,151,0,17,49,79,0,17
"426",14000US47059090400,2358,163,2358,163,295,138,711,209,295,138,0,17,13,31,0,17
"427",14000US47059090500,3295,139,3295,139,586,186,776,206,586,186,0,17,139,101,13,21
"428",14000US47059090600,1958,91,1958,91,281,111,382,122,281,111,0,12,21,32,0,12
"429",14000US47059090700,1173,72,1173,72,166,75,281,76,166,75,0,12,12,20,0,12
"430",14000US47059090800,2219,57,2219,57,352,114,271,112,352,114,0,12,39,62,0,12
"431",14000US47059090900,2476,108,2476,108,362,179,519,143,362,179,0,17,57,91,0,17
"432",14000US47059091000,3961,154,3961,154,710,227,529,184,710,227,0,17,137,127,0,17
"433",14000US47059091100,1811,70,1811,70,273,120,286,115,273,120,0,12,53,40,0,12
"434",14000US47059091200,1688,123,1688,123,288,117,237,90,288,117,25,31,64,58,0,12
"435",14000US47059091300,1985,91,1985,91,315,142,403,138,315,142,0,12,74,78,0,12
"436",14000US47059091400,1400,72,1400,72,307,99,319,91,307,99,0,12,87,68,0,12
"437",14000US47059091500,1590,77,1590,77,267,100,170,95,267,100,0,12,58,52,0,12
"438",14000US47061955000,1323,74,1323,74,455,84,133,51,455,84,0,12,127,49,22,34
"439",14000US47061955100,831,52,831,52,285,56,126,44,285,56,0,12,176,47,0,12
"440",14000US47061955200,1806,90,1806,90,329,104,192,58,329,104,0,12,104,68,0,12
"441",14000US47061955300,2500,103,2500,103,571,153,609,127,571,153,6,10,154,84,0,12
"442",14000US47063100100,2765,194,2765,194,252,152,1256,201,252,152,0,17,15,22,0,17
"443",14000US47063100200,2553,130,2553,130,196,131,993,184,196,131,0,17,0,17,0,17
"444",14000US47063100300,1328,87,1328,87,177,96,780,116,177,96,0,12,0,12,0,12
"445",14000US47063100400,2705,157,2705,157,259,150,1104,229,259,150,0,17,0,17,0,17
"446",14000US47063100500,1382,42,1382,42,293,95,229,92,293,95,0,12,9,15,0,12
"447",14000US47063100600,3285,121,3285,121,318,158,1033,196,318,158,0,17,0,17,0,17
"448",14000US47063100700,2589,99,2589,99,384,138,266,137,384,138,0,17,0,17,0,17
"449",14000US47063100800,1400,82,1400,82,96,70,635,117,96,70,0,12,0,12,0,12
"450",14000US47063100900,2090,73,2090,73,121,81,681,127,121,81,0,17,14,16,0,17
"451",14000US47063101000,2285,138,2285,138,148,112,484,184,148,112,0,17,0,17,0,17
"452",14000US47063101100,2198,94,2198,94,254,127,260,135,254,127,0,17,0,17,0,17
"453",14000US47063101200,2589,81,2589,81,215,121,386,155,215,121,0,17,32,49,0,17
"454",14000US47065000400,1641,78,1641,78,261,107,877,148,261,107,0,12,0,12,0,12
"455",14000US47065000600,1961,69,1961,69,283,98,563,105,283,98,21,34,58,65,0,12
"456",14000US47065000700,2122,67,2122,67,128,95,733,138,128,95,50,55,30,46,0,12
"457",14000US47065000800,1011,55,1011,55,141,58,442,87,141,58,0,12,98,48,0,12
"458",14000US47065001100,890,47,890,47,179,48,375,64,179,48,0,12,0,12,0,12
"459",14000US47065001200,1624,91,1624,91,264,118,1034,159,264,118,23,37,0,12,0,12
"460",14000US47065001300,910,54,910,54,134,58,479,76,134,58,0,12,0,12,0,12
"461",14000US47065001400,846,50,846,50,151,53,369,75,151,53,0,12,0,12,0,12
"462",14000US47065001600,1989,97,1989,97,350,138,1609,179,350,138,41,62,0,12,0,12
"463",14000US47065001800,1383,72,1383,72,266,117,348,108,266,117,30,37,56,53,0,12
"464",14000US47065001900,1983,124,1983,124,432,143,1051,192,432,143,24,38,48,56,0,12
"465",14000US47065002000,854,43,854,43,118,40,484,68,118,40,10,15,26,20,0,12
"466",14000US47065002300,672,43,672,43,128,58,307,88,128,58,0,12,0,12,0,12
"467",14000US47065002400,1763,98,1763,98,155,79,1094,139,155,79,26,43,0,17,0,17
"468",14000US47065002500,2264,96,2264,96,306,128,1342,166,306,128,0,17,0,17,0,17
"469",14000US47065002600,1020,66,1020,66,183,74,493,99,183,74,11,18,0,12,0,12
"470",14000US47065002800,1994,93,1994,93,359,133,626,140,359,133,0,12,0,12,0,12
"471",14000US47065002900,1357,87,1357,87,177,90,620,124,177,90,0,12,5,8,0,12
"472",14000US47065003000,1108,69,1108,69,128,61,419,98,128,61,0,12,6,9,0,12
"473",14000US47065003100,1213,62,1213,62,218,76,835,101,218,76,16,25,101,56,0,12
"474",14000US47065003200,1529,65,1529,65,259,95,476,132,259,95,0,12,0,12,0,12
"475",14000US47065003300,3112,111,3112,111,384,195,974,298,384,195,0,17,39,63,0,17
"476",14000US47065003400,2363,115,2363,115,351,163,1192,226,351,163,0,12,0,12,0,12
"477",14000US47065010101,2469,100,2469,100,165,122,346,155,165,122,0,17,43,66,0,17
"478",14000US47065010103,1553,62,1553,62,215,101,112,80,215,101,0,12,0,12,0,12
"479",14000US47065010104,1737,75,1737,75,254,98,169,80,254,98,0,12,97,69,0,12
"480",14000US47065010201,1603,68,1603,68,119,87,64,34,119,87,0,12,8,14,0,12
"481",14000US47065010202,1910,106,1910,106,218,95,198,99,218,95,0,12,62,61,0,12
"482",14000US47065010303,1250,67,1250,67,55,61,98,61,55,61,0,12,44,58,0,12
"483",14000US47065010304,2145,99,2145,99,205,106,206,87,205,106,0,12,84,90,0,12
"484",14000US47065010305,1384,73,1384,73,112,62,172,73,112,62,0,12,53,54,0,12
"485",14000US47065010306,1645,115,1645,115,0,12,474,122,0,12,0,12,0,12,0,12
"486",14000US47065010307,2892,184,2892,184,426,161,744,210,426,161,0,17,0,17,0,17
"487",14000US47065010411,2812,115,2812,115,83,90,384,158,83,90,0,17,0,17,0,17
"488",14000US47065010412,2106,79,2106,79,71,69,372,124,71,69,0,17,10,15,0,17
"489",14000US47065010413,1603,64,1603,64,69,58,216,76,69,58,0,12,9,15,0,12
"490",14000US47065010431,3227,118,3227,118,249,125,771,189,249,125,0,17,33,53,0,17
"491",14000US47065010432,3185,113,3185,113,241,123,721,160,241,123,35,56,34,56,0,17
"492",14000US47065010433,2451,103,2451,103,198,147,772,183,198,147,72,78,0,12,0,12
"493",14000US47065010434,1019,43,1019,43,120,53,227,76,120,53,0,12,0,12,0,12
"494",14000US47065010435,2832,99,2832,99,263,148,778,164,263,148,0,17,0,17,0,17
"495",14000US47065010501,3059,84,3059,84,303,166,864,201,303,166,0,17,0,17,0,17
"496",14000US47065010502,1615,74,1615,74,238,110,525,111,238,110,46,52,0,12,0,12
"497",14000US47065010600,1527,114,1527,114,84,80,524,125,84,80,0,12,0,12,0,12
"498",14000US47065010700,1640,103,1640,103,173,92,832,146,173,92,0,12,0,12,0,12
"499",14000US47065010800,2298,152,2298,152,352,131,934,140,352,131,22,34,21,34,0,12
"500",14000US47065010901,1265,55,1265,55,171,71,817,98,171,71,20,26,16,27,0,12
"501",14000US47065010902,469,43,469,43,34,36,183,74,34,36,0,12,0,12,0,12
"502",14000US47065010903,3535,96,3535,96,555,220,1722,233,555,220,48,79,87,102,0,17
"503",14000US47065011001,869,35,869,35,128,54,72,36,128,54,0,12,51,38,0,12
"504",14000US47065011002,2887,81,2887,81,180,110,368,129,180,110,0,17,97,87,0,17
"505",14000US47065011100,2569,178,2569,178,200,138,306,109,200,138,0,17,62,76,0,17
"506",14000US47065011201,4993,196,4993,196,488,225,1080,329,488,225,0,19,145,95,0,19
"507",14000US47065011203,2061,118,2061,118,204,107,459,157,204,107,37,52,0,17,0,17
"508",14000US47065011204,2431,165,2431,165,233,162,462,160,233,162,0,17,104,112,0,17
"509",14000US47065011311,3895,176,3895,176,293,162,1828,277,293,162,40,56,0,17,0,17
"510",14000US47065011314,1941,52,1941,52,65,49,241,97,65,49,0,17,0,17,0,17
"511",14000US47065011321,3411,171,3411,171,315,169,1431,245,315,169,46,75,0,17,0,17
"512",14000US47065011323,2787,110,2787,110,228,141,740,164,228,141,12,20,51,84,0,17
"513",14000US47065011324,1499,47,1499,47,15,22,91,57,15,22,0,12,0,12,0,12
"514",14000US47065011325,2343,78,2343,78,340,179,157,78,340,179,34,51,0,17,0,17
"515",14000US47065011326,2610,77,2610,77,224,122,1400,182,224,122,0,17,45,69,0,17
"516",14000US47065011402,2670,137,2670,137,0,17,1058,247,0,17,0,17,0,17,0,17
"517",14000US47065011411,1985,112,1985,112,151,88,849,156,151,88,0,12,24,40,0,12
"518",14000US47065011413,3363,120,3363,120,156,125,715,202,156,125,0,17,0,17,0,17
"519",14000US47065011442,1263,73,1263,73,113,60,488,73,113,60,18,29,0,12,0,12
"520",14000US47065011443,3208,124,3208,124,285,162,1400,249,285,162,0,17,0,17,0,17
"521",14000US47065011444,1779,83,1779,83,236,122,626,143,236,122,0,12,0,12,0,12
"522",14000US47065011445,2024,84,2024,84,263,89,944,143,263,89,0,12,0,12,0,12
"523",14000US47065011446,1965,75,1965,75,104,88,983,143,104,88,26,43,0,12,0,12
"524",14000US47065011447,3118,124,3118,124,155,128,157,103,155,128,0,17,0,17,0,17
"525",14000US47065011600,2782,167,2782,167,300,194,1406,270,300,194,0,17,0,17,0,17
"526",14000US47065011700,2132,113,2132,113,223,122,755,132,223,122,0,12,0,12,0,12
"527",14000US47065011800,2979,157,2979,157,190,135,1017,200,190,135,0,17,0,17,0,17
"528",14000US47065011900,852,48,852,48,178,61,290,71,178,61,0,12,0,12,0,12
"529",14000US47065012000,804,41,804,41,67,32,63,24,67,32,0,12,21,19,0,12
"530",14000US47065012100,2922,140,2922,140,252,161,683,177,252,161,0,17,0,17,0,17
"531",14000US47065012200,1071,142,1071,142,57,63,703,135,57,63,0,12,0,12,0,12
"532",14000US47065012300,2259,90,2259,90,288,112,807,145,288,112,0,12,0,12,0,12
"533",14000US47065012400,1397,91,1397,91,237,102,780,142,237,102,49,54,43,43,0,17
"534",14000US47065980100,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"535",14000US47065980200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"536",14000US47067960500,1540,58,1540,58,510,98,90,54,510,98,33,38,149,56,0,12
"537",14000US47067960600,2081,65,2081,65,369,90,468,86,369,90,0,12,37,32,0,12
"538",14000US47069950100,1899,132,1899,132,432,127,399,119,432,127,35,55,58,44,0,12
"539",14000US47069950200,1207,158,1207,158,237,69,278,96,237,69,10,11,6,10,0,17
"540",14000US47069950300,1919,168,1919,168,406,127,606,163,406,127,26,38,17,28,0,12
"541",14000US47069950400,2551,176,2551,176,438,186,671,166,438,186,0,17,48,49,0,17
"542",14000US47069950500,2165,133,2165,133,336,101,450,118,336,101,0,12,114,64,0,12
"543",14000US47069950600,1256,123,1256,123,257,75,155,57,257,75,0,12,65,51,0,12
"544",14000US47071920100,1864,105,1864,105,510,105,209,84,510,105,0,12,225,94,0,12
"545",14000US47071920200,2643,118,2643,118,788,131,372,145,788,131,0,12,378,120,0,12
"546",14000US47071920300,1634,98,1634,98,141,79,336,91,141,79,0,12,32,39,0,12
"547",14000US47071920400,2442,174,2442,174,439,154,1145,191,439,154,48,71,31,45,0,17
"548",14000US47071920500,2879,151,2879,151,857,192,441,135,857,192,0,17,502,193,0,17
"549",14000US47071920600,2617,100,2617,100,1207,138,285,104,1207,138,0,12,1006,169,0,12
"550",14000US47073050100,2150,100,2150,100,403,115,241,102,403,115,0,12,183,86,0,12
"551",14000US47073050200,2507,111,2507,111,719,213,137,80,719,213,0,12,152,127,0,12
"552",14000US47073050301,1939,194,1939,194,271,129,767,144,271,129,0,12,34,56,0,12
"553",14000US47073050302,1764,99,1764,99,304,110,557,130,304,110,0,12,51,57,0,12
"554",14000US47073050400,2727,125,2727,125,386,163,599,174,386,163,0,17,9,14,0,17
"555",14000US47073050501,1972,80,1972,80,256,105,358,111,256,105,0,12,0,12,0,12
"556",14000US47073050502,1510,77,1510,77,248,95,328,109,248,95,42,45,21,34,27,41
"557",14000US47073050503,2349,197,2349,197,178,150,659,174,178,150,0,12,44,67,0,12
"558",14000US47073050601,2791,186,2791,186,230,142,1203,219,230,142,0,17,71,79,0,17
"559",14000US47073050602,2004,163,2004,163,110,97,364,132,110,97,0,12,0,12,0,12
"560",14000US47073050700,1793,99,1793,99,505,112,200,86,505,112,11,17,88,71,0,12
"561",14000US47073050800,2301,140,2301,140,255,147,394,148,255,147,0,12,26,42,0,12
"562",14000US47073050900,1483,47,1483,47,290,102,318,80,290,102,0,12,42,53,0,12
"563",14000US47075930100,1175,118,1175,118,179,86,259,92,179,86,0,12,31,50,0,12
"564",14000US47075930200,777,87,777,87,169,67,150,65,169,67,0,12,52,37,0,12
"565",14000US47075930301,1929,119,1929,119,234,109,765,164,234,109,29,43,0,12,0,12
"566",14000US47075930302,1259,99,1259,99,160,79,647,123,160,79,0,12,18,29,0,12
"567",14000US47075930400,1887,125,1887,125,238,102,884,175,238,102,54,58,40,33,0,12
"568",14000US47075930500,1393,122,1393,122,259,91,299,90,259,91,5,10,111,61,0,12
"569",14000US47077975000,1327,86,1327,86,164,66,214,81,164,66,0,12,23,29,0,12
"570",14000US47077975100,1567,119,1567,119,181,88,256,133,181,88,0,12,12,14,0,12
"571",14000US47077975200,2418,128,2418,128,560,193,337,149,560,193,0,12,146,100,0,12
"572",14000US47077975300,3469,198,3469,198,522,205,923,222,522,205,0,17,46,69,0,17
"573",14000US47077975400,2391,131,2391,131,521,192,850,182,521,192,0,12,0,12,0,12
"574",14000US47077975500,1825,112,1825,112,338,101,338,85,338,101,0,12,70,47,0,12
"575",14000US47079969000,3284,157,3284,157,1451,211,249,118,1451,211,0,12,1242,210,0,12
"576",14000US47079969100,1350,75,1350,75,194,70,197,66,194,70,6,11,44,46,25,40
"577",14000US47079969200,806,61,806,61,136,60,189,60,136,60,0,12,23,28,0,12
"578",14000US47079969300,1687,98,1687,98,380,115,634,126,380,115,25,42,35,48,0,12
"579",14000US47079969400,1160,79,1160,79,278,70,409,93,278,70,0,12,0,12,0,12
"580",14000US47079969500,2679,159,2679,159,221,120,833,164,221,120,0,17,0,17,0,17
"581",14000US47079969600,3431,136,3431,136,261,106,417,153,261,106,0,17,35,41,0,17
"582",14000US47079969700,1717,83,1717,83,704,137,91,58,704,137,0,12,589,133,0,12
"583",14000US47079969800,1122,55,1122,55,217,56,164,53,217,56,0,12,16,25,0,12
"584",14000US47081950100,2387,141,2387,141,398,165,313,142,398,165,0,17,119,94,0,17
"585",14000US47081950200,3009,171,3009,171,404,175,361,165,404,175,50,79,55,85,0,17
"586",14000US47081950301,1220,117,1220,117,180,100,317,92,180,100,0,12,0,12,0,12
"587",14000US47081950302,2170,135,2170,135,389,142,526,123,389,142,0,12,112,84,0,12
"588",14000US47081950400,1016,66,1016,66,259,70,98,38,259,70,0,12,84,49,0,12
"589",14000US47081950500,694,80,694,80,230,53,85,48,230,53,0,12,16,27,0,12
"590",14000US47083120100,1423,72,1423,72,407,85,249,76,407,85,0,12,92,53,0,12
"591",14000US47083120200,987,48,987,48,193,45,203,53,193,45,0,12,64,29,0,12
"592",14000US47083120300,1814,66,1814,66,746,111,225,65,746,111,0,12,495,95,0,12
"593",14000US47085130100,2279,139,2279,139,304,131,381,108,304,131,0,17,58,50,0,17
"594",14000US47085130200,1230,61,1230,61,552,66,127,46,552,66,5,11,459,84,0,12
"595",14000US47085130300,2723,254,2723,254,513,160,671,190,513,160,0,17,81,61,0,17
"596",14000US47085130400,1347,84,1347,84,487,108,128,63,487,108,0,12,241,97,0,12
"597",14000US47085130500,1376,84,1376,84,336,91,195,63,336,91,14,23,82,63,0,12
"598",14000US47087960100,1139,68,1139,68,435,75,156,48,435,75,0,12,222,70,0,12
"599",14000US47087960200,1202,77,1202,77,324,78,182,64,324,78,0,12,145,60,0,12
"600",14000US47087960300,2585,102,2585,102,405,117,540,159,405,117,0,17,138,94,0,17
"601",14000US47087960400,981,70,981,70,177,56,169,42,177,56,18,28,0,12,0,12
"602",14000US47089070100,3301,115,3301,115,369,160,658,138,369,160,15,23,37,32,0,17
"603",14000US47089070200,2089,85,2089,85,268,120,372,124,268,120,0,12,25,40,0,12
"604",14000US47089070300,2755,211,2755,211,317,162,1181,225,317,162,0,17,35,55,0,17
"605",14000US47089070400,1742,62,1742,62,191,99,261,97,191,99,10,16,117,83,0,12
"606",14000US47089070500,2295,125,2295,125,359,172,317,153,359,172,0,12,108,112,0,12
"607",14000US47089070600,2163,117,2163,117,226,122,733,116,226,122,0,17,0,17,0,17
"608",14000US47089070700,3561,193,3561,193,594,182,487,135,594,182,0,17,419,154,0,17
"609",14000US47089070800,3375,125,3375,125,481,184,704,187,481,184,0,17,259,139,0,17
"610",14000US47089070900,2919,139,2919,139,1241,218,277,102,1241,218,0,12,825,180,0,12
"611",14000US47091956000,609,50,609,50,140,57,67,42,140,57,0,12,90,54,0,12
"612",14000US47091956100,1491,115,1491,115,390,119,330,115,390,119,29,40,51,52,0,12
"613",14000US47091956200,1439,107,1439,107,523,138,142,62,523,138,14,21,283,106,0,12
"614",14000US47091956300,2862,142,2862,142,541,131,760,157,541,131,16,27,99,64,0,17
"615",14000US47091956400,2601,145,2601,145,614,178,359,127,614,178,0,12,274,143,0,12
"616",14000US47093000100,1837,82,1837,82,234,102,1228,135,234,102,30,39,31,24,0,12
"617",14000US47093000800,1777,58,1777,58,312,111,1201,133,312,111,28,37,0,12,0,12
